id,continent,region,area,terrain,religion,climate,culture,goods,name,colonization difficulty,manpower,tax
313,Europe,HRE,Germany,forest,catholic,ncontinental,german,grain,K�strin,0,4,6
314,Europe,HRE,Germany,plains,catholic,ncontinental,german,cloth,Silesia,0,9,10
315,Europe,Central Europe,Danube,forest,catholic,ncontinental,czech,wine,Moravia,0,8,10
316,Europe,Central Europe,Danube,hill,catholic,ncontinental,slovak,copper,Carpathia,0,3,3
317,Europe,Central Europe,Danube,hill,catholic,ncontinental,magyar,fur,Ruthenia,0,3,3
318,Europe,Central Europe,Danube,hill,orthodox,ncontinental,romanian,wool,Moldova,0,2,3
319,Europe,Central Europe,Danube,plains,orthodox,temperate,romanian,grain,Bujak,0,1,2
320,Europe,Central Europe,Danube,plains,orthodox,temperate,slavonic,wool,Dobrudja,0,1,1
321,Europe,Central Europe,Balkans,forest,sunni,temperate,slavonic,naval_supplies,Rumelia,0,3,5
322,Europe,Central Europe,Danube,plains,orthodox,ncontinental,romanian,grain,Wallachia,0,3,5
323,Europe,Central Europe,Danube,hill,catholic,ncontinental,magyar,gold,Transylvania,0,3,6
324,Europe,Central Europe,Danube,plains,catholic,ncontinental,magyar,grain,Maros,0,4,6
325,Europe,Central Europe,Danube,plains,catholic,ncontinental,magyar,grain,Magyar,0,3,11
326,Europe,Central Europe,Danube,plains,catholic,ncontinental,slovak,grain,Presburg,0,4,6
327,Europe,Central Europe,Danube,marsh,catholic,ncontinental,czech,naval_supplies,Ostmarch,0,2,6
328,Europe,Central Europe,Danube,forest,catholic,ncontinental,czech,gold,Bohemia,0,10,14
329,Europe,Central Europe,Danube,forest,catholic,ncontinental,german,grain,Erz,0,3,8
330,Europe,Central Europe,Danube,hill,catholic,ncontinental,czech,gold,Sudeten,0,3,8
331,Europe,HRE,Germany,forest,catholic,ncontinental,german,gold,Sachsen,0,4,11
332,Europe,HRE,Germany,plains,catholic,ncontinental,german,cloth,Anhalt,0,4,9
333,Europe,HRE,Germany,forest,catholic,ncontinental,german,copper,Hessen,0,4,11
334,Europe,HRE,Germany,plains,catholic,ncontinental,german,cloth,M�nster,0,4,7
335,Europe,HRE,Hansa,plains,catholic,ncontinental,german,naval_supplies,Oldenburg,0,4,6
336,Europe,HRE,Hansa,plains,catholic,temperate,german,naval_supplies,Bremen,0,4,9
337,Europe,Western Europe,Low Countries,marsh,catholic,temperate,german,cloth,Friesen,0,4,11
338,Europe,Western Europe,Low Countries,marsh,catholic,temperate,german,grain,Geldre,0,5,13
339,Europe,Western Europe,Low Countries,marsh,catholic,temperate,dutch,fish,Holland,0,5,17
340,Europe,Western Europe,Low Countries,marsh,catholic,temperate,dutch,fish,Zeeland,0,5,15
341,Europe,Scandinavia,Sweden,forest,catholic,tundra,scandinavian,fish,V�sterbotten,0,1,1
342,Europe,Scandinavia,Finland,forest,catholic,tundra,scandinavian,grain,Finland,0,1,4
343,Europe,HRE,Germany,plains,catholic,ncontinental,german,iron,Kleves,0,4,7
344,Europe,HRE,Germany,plains,catholic,ncontinental,german,iron,K�ln,0,4,8
345,Europe,HRE,Germany,forest,catholic,ncontinental,german,wine,Pfalz,0,4,9
346,Europe,HRE,Germany,forest,catholic,ncontinental,german,wine,Mainz,0,4,7
347,Europe,HRE,Germany,forest,catholic,ncontinental,german,iron,W�rzburg,0,4,10
348,Europe,HRE,Germany,forest,catholic,ncontinental,german,grain,Ansbach,0,3,5
349,Europe,HRE,Germany,forest,catholic,ncontinental,german,grain,Bayern,0,4,8
350,Europe,Central Europe,Danube,hill,catholic,ncontinental,german,iron,Salzburg,0,4,9
351,Europe,Central Europe,Danube,forest,catholic,ncontinental,german,grain,Austria,0,6,13
352,Europe,Central Europe,Danube,plains,catholic,ncontinental,magyar,copper,Odenburg,0,3,6
353,Europe,Central Europe,Danube,plains,catholic,ncontinental,magyar,wine,Pest,0,3,10
354,Europe,Central Europe,Danube,plains,catholic,ncontinental,magyar,grain,Banat,0,3,4
355,Europe,Central Europe,Balkans,plains,orthodox,ncontinental,slavonic,wool,Serbia,0,3,5
356,Europe,Central Europe,Balkans,hill,orthodox,ncontinental,slavonic,iron,Bulgaria,0,4,7
357,Europe,Central Europe,Balkans,plains,orthodox,temperate,greek,grain,Thrace,0,1,17
358,Europe,Central Europe,Balkans,plains,orthodox,temperate,greek,grain,Macedonia,0,4,11
359,Europe,Southern Europe,Mediterranean,hill,orthodox,temperate,greek,fish,Hellas,0,3,5
360,Europe,Southern Europe,Mediterranean,hill,orthodox,temperate,greek,wine,Morea,0,3,3
361,Europe,Central Europe,Balkans,hill,orthodox,temperate,albanian,naval_supplies,Albania,0,4,3
362,Europe,Central Europe,Balkans,hill,catholic,temperate,dalmatian,salt,Ragusa,0,2,4
363,Europe,Central Europe,Balkans,hill,orthodox,ncontinental,slavonic,wool,Kosovo,0,2,4
364,Europe,Central Europe,Balkans,hill,catholic,ncontinental,slavonic,iron,Bosnia,0,4,6
365,Europe,Central Europe,Balkans,forest,catholic,temperate,dalmatian,wine,Dalmatia,0,3,8
366,Europe,Central Europe,Balkans,hill,catholic,ncontinental,slavonic,wine,Croatia,0,3,6
367,Europe,Central Europe,Balkans,hill,catholic,ncontinental,slavonic,copper,Krain,0,3,4
368,Europe,Southern Europe,Italy,forest,catholic,temperate,dalmatian,naval_supplies,Istria,0,2,3
369,Europe,Central Europe,Danube,hill,catholic,ncontinental,german,iron,Steiermark,0,3,9
370,Europe,Southern Europe,Italy,marsh,catholic,temperate,lombard,chinaware,Veneto,0,6,15
371,Europe,Central Europe,Danube,mountain,catholic,tundra,german,gold,Tirol,0,2,4
372,Europe,HRE,Germany,forest,catholic,ncontinental,german,wool,W�rttemberg,0,4,6
373,Europe,HRE,Germany,forest,catholic,ncontinental,german,wine,Baden,0,4,4
374,Europe,HRE,Lotharingia,forest,catholic,ncontinental,german,wine,Alsace,0,6,10
375,Europe,HRE,Lotharingia,forest,catholic,ncontinental,french,iron,Lorraine,0,6,9
376,Europe,Western Europe,France,plains,catholic,ncontinental,french,wine,Champagne,0,5,13
377,Europe,Western Europe,Low Countries,forest,catholic,ncontinental,german,iron,Luxembourg,0,5,10
378,Europe,Western Europe,Low Countries,plains,catholic,temperate,dutch,cloth,Brabant,0,5,15
379,Europe,Western Europe,Low Countries,plains,catholic,temperate,dutch,cloth,Artois,0,6,10
380,Europe,Western Europe,Low Countries,plains,catholic,temperate,dutch,cloth,Flandern,0,6,17
381,Europe,Scandinavia,Norway,forest,catholic,tundra,scandinavian,fur,J�mtland,0,1,2
382,Europe,Western Europe,France,plains,catholic,temperate,french,fish,Calais,0,5,27
383,Europe,Western Europe,France,plains,catholic,temperate,french,cloth,Picardie,0,5,6
384,Europe,Western Europe,France,plains,catholic,temperate,french,fish,Caux,0,5,6
385,Europe,Western Europe,France,plains,catholic,temperate,french,grain,Ile de France,0,5,15
386,Europe,Western Europe,France,forest,catholic,ncontinental,french,grain,Nivernais,0,5,9
387,Europe,HRE,Lotharingia,forest,catholic,ncontinental,french,copper,Franche-Comt�,0,5,7
388,Europe,HRE,Switzerland,mountain,catholic,tundra,swiss,iron,Bern,0,7,9
389,Europe,Southern Europe,Italy,plains,catholic,temperate,lombard,cloth,Lombardia,0,5,14
390,Europe,Southern Europe,Italy,plains,catholic,temperate,lombard,grain,Mantua,0,5,13
391,Europe,Southern Europe,Italy,plains,catholic,temperate,lombard,salt,Romagna,0,5,11
392,Europe,Southern Europe,Italy,hill,catholic,temperate,italian,wool,Marche,0,5,6
393,Europe,Southern Europe,Italy,plains,catholic,temperate,italian,wine,Napoli,0,8,12
394,Europe,Southern Europe,Italy,hill,catholic,temperate,italian,salt,Apulia,0,5,4
395,Europe,Southern Europe,Italy,hill,catholic,temperate,italian,fish,Messina,0,5,6
396,Europe,Southern Europe,Italy,plains,catholic,temperate,italian,wine,Sicily,0,5,7
397,Europe,Southern Europe,Italy,hill,catholic,temperate,italian,wool,Sardinia,0,2,4
398,Europe,Southern Europe,Italy,hill,catholic,temperate,italian,wine,Corsica,0,2,3
399,Europe,Southern Europe,Italy,plains,catholic,temperate,italian,grain,Roma,0,8,12
400,Europe,Southern Europe,Italy,forest,catholic,temperate,italian,cloth,Siena,0,6,11
401,Europe,Southern Europe,Italy,hill,catholic,temperate,italian,wine,Firenze,0,5,16
402,Europe,Southern Europe,Italy,hill,catholic,temperate,lombard,wine,Emilia,0,5,8
403,Europe,Southern Europe,Italy,hill,catholic,temperate,lombard,wool,Liguria,0,6,10
404,Europe,Southern Europe,Italy,forest,catholic,temperate,lombard,wine,Piemonte,0,5,8
405,Europe,HRE,Lotharingia,hill,catholic,ncontinental,french,cloth,Savoie,0,6,12
406,Europe,Western Europe,France,hill,catholic,temperate,french,wine,Provence,0,5,13
407,Europe,Western Europe,France,hill,catholic,ncontinental,french,iron,Dauphin�,0,5,9
408,Europe,Western Europe,France,plains,catholic,ncontinental,french,cloth,Lyonnais,0,5,13
409,Europe,Western Europe,France,plains,catholic,ncontinental,french,wine,Bourgogne,0,5,10
410,Europe,Western Europe,France,marsh,catholic,temperate,french,grain,Berri,0,5,8
411,Europe,Western Europe,France,plains,catholic,temperate,french,grain,Orl�anais,0,1,5
412,Europe,Western Europe,France,plains,catholic,temperate,french,grain,Maine,0,1,4
413,Europe,Western Europe,France,forest,catholic,temperate,french,naval_supplies,Normandie,0,5,7
414,Europe,Western Europe,France,plains,catholic,temperate,celtic,fish,Armor,0,5,9
415,Europe,Western Europe,France,forest,catholic,temperate,celtic,fish,Bretagne,0,3,7
416,Europe,Western Europe,France,plains,catholic,temperate,celtic,fish,Morbihan,0,4,10
417,Europe,Western Europe,France,marsh,catholic,temperate,french,salt,Vend�e,0,6,7
418,Europe,Western Europe,France,marsh,catholic,temperate,french,salt,Poitou,0,5,6
419,Europe,Western Europe,France,forest,catholic,temperate,french,grain,Limousin,0,5,7
420,Europe,Western Europe,France,hill,catholic,ncontinental,french,iron,Auvergne,0,1,2
421,Europe,Western Europe,France,hill,catholic,ncontinental,french,wool,C�vennes,0,1,2
422,Europe,Western Europe,France,plains,catholic,temperate,french,wine,Languedoc,0,5,11
423,Europe,Western Europe,France,forest,catholic,temperate,french,wine,Guyenne,0,5,11
424,Europe,Western Europe,France,forest,catholic,temperate,french,wine,Gascogne,0,5,10
425,Europe,Western Europe,France,forest,catholic,temperate,basque,wool,B�arn,0,5,6
426,Europe,Western Europe,France,hill,catholic,temperate,catalan,wine,Roussillon,0,5,5
427,Europe,Southern Europe,Iberia,hill,catholic,temperate,catalan,fish,Gerona,0,5,4
428,Europe,Southern Europe,Iberia,hill,catholic,ncontinental,basque,iron,Navarra,0,5,8
429,Europe,Southern Europe,Iberia,plains,catholic,temperate,catalan,wine,Catalonia,0,7,13
430,Europe,Southern Europe,Iberia,forest,catholic,temperate,catalan,iron,Aragon,0,5,7
431,Europe,Southern Europe,Iberia,forest,catholic,temperate,castilian,naval_supplies,Cantabria,0,6,9
432,Europe,Southern Europe,Iberia,hill,catholic,temperate,castilian,copper,Asturias,0,5,7
433,Europe,Southern Europe,Iberia,hill,catholic,temperate,castilian,iron,Galicia,0,5,5
434,Europe,Southern Europe,Iberia,hill,catholic,temperate,portuguese,wine,Oporto,0,6,14
435,Europe,Southern Europe,Iberia,hill,catholic,temperate,castilian,grain,Leon,0,7,5
436,Europe,Southern Europe,Iberia,hill,catholic,temperate,castilian,wool,Castilla,0,6,11
437,Europe,Southern Europe,Iberia,plains,catholic,temperate,catalan,wine,Valencia,0,5,9
438,Europe,Southern Europe,Iberia,plains,catholic,temperate,castilian,salt,Murcia,0,4,5
439,Europe,Southern Europe,Iberia,hill,catholic,temperate,castilian,cloth,Toledo,0,4,12
440,Europe,Southern Europe,Iberia,hill,catholic,temperate,castilian,wool,Estramadura,0,4,6
441,Europe,Southern Europe,Iberia,plains,catholic,temperate,portuguese,salt,Tago,0,6,19
442,Europe,Southern Europe,Iberia,plains,catholic,temperate,portuguese,fish,Algarve,0,4,11
443,Europe,Southern Europe,Iberia,plains,catholic,temperate,castilian,wool,Andalusia,0,6,15
444,Europe,Southern Europe,Iberia,hill,sunni,temperate,berber,chinaware,Granada,0,5,7
445,Europe,Southern Europe,Iberia,hill,sunni,temperate,berber,fish,Gibraltar,0,2,7
446,Europe,Eastern Europe,Steppe,forest,sunni,tundra,tatar,iron,Kazan,0,5,5
447,Europe,Eastern Europe,Russia,plains,orthodox,tundra,russian,iron,Tambow,0,5,6
448,Europe,Eastern Europe,Russia,plains,orthodox,tundra,russian,wool,Ryazan,0,8,8
449,Europe,Eastern Europe,Russia,plains,orthodox,tundra,russian,grain,Vorones,0,5,6
450,Europe,Eastern Europe,Russia,plains,orthodox,tundra,russian,grain,Belgorod,0,5,5
451,Europe,Eastern Europe,Russia,plains,sunni,tundra,tatar,wool,Bogutjar,0,5,2
452,Europe,Eastern Europe,Russia,plains,sunni,tundra,tatar,grain,Saratow,0,5,1
453,Europe,Eastern Europe,Steppe,plains,sunni,tundra,tatar,wool,Ufa,0,5,2
454,Europe,Eastern Europe,Steppe,forest,sunni,tundra,tatar,copper,Samara,0,5,6
455,Europe,Eastern Europe,Steppe,plains,sunni,tundra,tatar,copper,Uralsk,0,5,6
456,Europe,Eastern Europe,Steppe,plains,sunni,tundra,tatar,copper,Orenburg,0,5,3
457,Europe,Eastern Europe,Steppe,plains,sunni,tundra,tatar,wool,Astrakhan,0,5,10
458,Europe,Eastern Europe,Steppe,plains,sunni,tundra,tatar,grain,Volgograd,0,5,3
459,Europe,Eastern Europe,Steppe,plains,orthodox,tundra,russian,grain,Lugansk,0,5,4
460,Europe,Eastern Europe,Ukraine,plains,orthodox,tundra,ruthenian,iron,Donetsk,0,5,7
461,Europe,Eastern Europe,Ukraine,plains,orthodox,tundra,ruthenian,grain,Poltava,0,5,8
462,Europe,Eastern Europe,Ukraine,plains,sunni,temperate,tatar,wool,Krementjug,0,5,7
463,Europe,Eastern Europe,Ukraine,plains,sunni,temperate,tatar,salt,Crimea,0,5,7
464,Europe,Eastern Europe,Ukraine,hill,orthodox,temperate,greek,wine,Kaffa,0,5,5
465,Europe,Eastern Europe,Ukraine,marsh,orthodox,temperate,greek,fish,Kerch,0,5,5
466,Europe,Eastern Europe,Caucasus,plains,sunni,temperate,tatar,salt,Azow,0,5,4
467,Europe,Eastern Europe,Caucasus,plains,sunni,ncontinental,tatar,wool,Kalmuk,0,5,1
468,Europe,Eastern Europe,Caucasus,plains,sunni,ncontinental,caucasian,wool,Kouban,0,5,1
469,Europe,Eastern Europe,Caucasus,hill,orthodox,ncontinental,caucasian,wool,Abkhazia,0,5,4
470,Europe,Eastern Europe,Caucasus,hill,orthodox,ncontinental,georgian,wine,Kolkhis,0,5,5
471,Europe,Eastern Europe,Caucasus,plains,sunni,ncontinental,turkish,wool,Daghestan,0,5,5
472,Europe,Eastern Europe,Caucasus,hill,orthodox,ncontinental,georgian,wine,Iveria,0,5,4
473,Europe,Eastern Europe,Caucasus,hill,miaphysite,ncontinental,armenian,gold,Armenia,0,6,5
474,Asia,Middle East,Anatolia,hill,sunni,ncontinental,turkish,wool,Sivas,0,5,4
475,Asia,Middle East,Anatolia,marsh,orthodox,temperate,greek,naval_supplies,Trabzon,0,5,6
476,Asia,Middle East,Anatolia,hill,sunni,ncontinental,turkish,iron,Angora,0,5,10
477,Asia,Middle East,Anatolia,plains,orthodox,temperate,turkish,cloth,Anatolia,0,5,13
478,Asia,Middle East,Anatolia,plains,orthodox,temperate,turkish,wine,Smyrna,0,5,5
479,Europe,Southern Europe,Mediterranean,plains,orthodox,temperate,greek,grain,Ionia,0,3,3
480,Europe,Southern Europe,Mediterranean,hill,orthodox,temperate,greek,sugar,Crete,0,3,5
481,Europe,Southern Europe,Mediterranean,hill,orthodox,temperate,greek,fish,Rhodes,0,3,2
482,Asia,Middle East,Anatolia,hill,sunni,ncontinental,turkish,cloth,Konya,0,3,4
483,Asia,Middle East,Anatolia,marsh,orthodox,ncontinental,turkish,fish,Adana,0,3,3
484,Europe,Southern Europe,Mediterranean,hill,orthodox,temperate,greek,wine,Cyprus,0,3,8
485,Asia,Middle East,Levant,plains,orthodox,ncontinental,arabic,cloth,Aleppo,0,6,7
486,Asia,Middle East,Levant,desert,shia,desertic,kurdish,copper,Nuyssaybin,0,5,2
487,Asia,Central Asia,Persia,hill,sunni,ncontinental,turkish,wool,Azerbaijan,0,6,9
488,Asia,Middle East,Levant,desert,sunni,desertic,arabic,iron,Kirkuk,0,6,4
489,Asia,Middle East,Levant,plains,sunni,desertic,arabic,grain,Iraq,0,8,14
490,Asia,Middle East,Levant,plains,sunni,ncontinental,arabic,grain,Syria,0,5,12
491,Asia,Middle East,Levant,hill,catholic,temperate,arabic,naval_supplies,Lebanon,0,4,7
492,Asia,Middle East,Levant,plains,sunni,temperate,arabic,wool,Samaria,0,3,5
493,Asia,Middle East,Levant,plains,sunni,temperate,arabic,grain,Judea,0,3,5
494,Asia,Middle East,Levant,desert,sunni,desertic,arabic,salt,Sinai,0,1,1
495,Asia,Middle East,Levant,plains,sunni,desertic,arabic,grain,Jordan,0,2,4
496,Asia,Middle East,Levant,desert,sunni,desertic,arabic,wool,Arabia,0,2,3
497,Asia,Middle East,Nefud,desert,sunni,desertic,arabic,chinaware,Medina,9,2,3
498,Asia,Middle East,Nefud,desert,sunni,desertic,arabic,spices,Mekkah,9,3,3
499,Asia,Middle East,Aden,hill,shia,desertic,arabic,coffee,Yemen,7,4,3
500,Asia,Middle East,Aden,hill,sunni,desertic,arabic,coffee,Aden,7,3,5
501,Asia,Middle East,Aden,desert,sunni,desertic,arabic,wool,Hadramut,8,2,2
502,Asia,Middle East,Aden,hill,sunni,desertic,arabic,fish,Dofhar,6,2,2
503,Asia,Middle East,Oman,desert,sunni,desertic,arabic,spices,Masirah,9,2,1
504,Asia,Middle East,Oman,hill,sunni,desertic,arabic,chinaware,Mascate,7,5,4
505,Asia,Middle East,Oman,hill,sunni,desertic,arabic,salt,Al Kharam,9,1,5
506,Asia,Middle East,Nefud,desert,shia,desertic,arabic,chinaware,Quatar,9,2,2
507,Asia,Middle East,Nefud,desert,shia,desertic,arabic,wool,Damman,9,2,1
508,Asia,Middle East,Levant,desert,shia,desertic,arabic,spices,Basrah,7,6,9
509,Asia,Middle East,Nefud,desert,shia,desertic,arabic,chinaware,Bahrein,9,3,1
510,Asia,Siberia,Sibir,forest,sunni,tundra,tatar,fur,Kurgan,3,2,3
511,Asia,Siberia,Sibir,forest,sunni,tundra,tatar,fur,Kustanai,3,1,3
512,Asia,Siberia,Sibir,plains,sunni,ncontinental,tatar,wool,Tenghiz,4,1,3
513,Asia,Siberia,Sibir,plains,sunni,ncontinental,tatar,grain,Orsk,3,1,5
514,Asia,Siberia,Sibir,plains,sunni,tundra,tatar,grain,Irgiz,4,1,3
515,Asia,Siberia,Sibir,plains,sunni,ncontinental,tatar,wool,Alga,5,1,3
516,Asia,Central Asia,Kazakhstan,plains,sunni,ncontinental,tatar,salt,Aralsk,6,2,2
517,Asia,Central Asia,Kazakhstan,plains,sunni,ncontinental,tatar,wool,Turgai,5,2,3
518,Asia,Central Asia,Kazakhstan,plains,sunni,ncontinental,tatar,wool,Ust Urt,6,2,3
519,Asia,Central Asia,Kazakhstan,desert,sunni,ncontinental,tatar,wool,Emba,8,4,3
520,Asia,Central Asia,Kazakhstan,desert,sunni,desertic,tatar,wool,Bouzatchi,9,2,1
521,Asia,Central Asia,Kazakhstan,desert,sunni,desertic,turkoman,wool,Karabogaz,8,2,3
522,Asia,Central Asia,Kazakhstan,desert,sunni,desertic,turkoman,wool,Khwarizm,7,3,7
523,Asia,Central Asia,Kazakhstan,desert,sunni,temperate,turkoman,wool,Kara Kum,4,3,3
524,Asia,Central Asia,Kazakhstan,desert,sunni,temperate,turkoman,wool,Turkmenistan,4,3,3
525,Asia,Central Asia,Persia,hill,sunni,temperate,persian,fish,Elbruz,6,2,6
526,Asia,Central Asia,Persia,hill,sunni,ncontinental,persian,wool,Meched,8,2,7
527,Asia,Central Asia,Persia,hill,sunni,ncontinental,persian,copper,Kerman,8,1,5
528,Asia,Central Asia,Persia,desert,sunni,desertic,persian,wool,Lut,9,1,2
529,Asia,Central Asia,Persia,hill,shia,ncontinental,persian,chinaware,Tabaristan,8,10,16
530,Asia,Central Asia,Persia,hill,shia,temperate,persian,chinaware,Tabriz,8,8,14
531,Asia,Central Asia,Persia,hill,shia,ncontinental,persian,cloth,Hamadan,8,5,8
532,Asia,Central Asia,Persia,plains,shia,desertic,persian,grain,Awhaz,7,6,9
533,Asia,Central Asia,Persia,hill,sunni,desertic,persian,chinaware,Isfahan,9,12,17
534,Asia,Central Asia,Persia,hill,sunni,desertic,persian,spices,Fars,9,5,2
535,Asia,Central Asia,Persia,hill,sunni,ncontinental,persian,chinaware,Hormouz,7,7,12
536,Asia,Central Asia,Bahk,hill,shia,ncontinental,baluchi,wool,Mekran,8,6,2
537,Asia,Central Asia,Bahk,desert,shia,desertic,baluchi,wool,Baluchistan,9,6,1
538,Asia,Central Asia,Bahk,desert,sunni,desertic,baluchi,cotton,Kalat,8,2,1
539,Asia,India,Lahore,plains,sunni,tropical,gujarati,salt,Indus,7,3,7
540,Asia,India,Lahore,desert,sunni,tropical,gujarati,salt,Sindh,9,2,4
541,Asia,India,Gujarat,plains,sunni,tropical,gujarati,chinaware,Kutch,6,3,5
542,Asia,India,Punjab,desert,hindu,tropical,rajput,grain,Rajputana,8,7,12
543,Asia,India,Delhi,plains,hindu,tropical,hindi,chinaware,Delhi,3,8,19
544,Asia,India,Delhi,plains,hindu,tropical,hindi,cloth,Awadh,3,6,16
545,Asia,India,Delhi,forest,hindu,tropical,hindi,cloth,Bundelkhand,7,3,7
546,Asia,India,Delhi,hill,hindu,tropical,hindi,cotton,Malwa,8,6,12
547,Asia,India,Gujarat,desert,hindu,tropical,gujarati,cloth,Gujarat,8,4,7
548,Asia,India,Gujarat,plains,hindu,tropical,marathi,chinaware,Bombay,6,3,9
549,Asia,India,Malabar,forest,hindu,tropical,marathi,spices,Goa,5,3,8
550,Asia,India,Hyderabad,hill,hindu,tropical,marathi,spices,Maharashtra,7,7,12
551,Asia,India,Hyderabad,forest,hindu,tropical,marathi,cotton,Khandesh,5,4,8
552,Asia,India,Delhi,hill,hindu,tropical,hindi,cotton,Gondwana,7,3,8
553,Asia,India,Mahratti,plains,hindu,tropical,hindi,grain,Raipur,5,2,5
554,Asia,India,Oudh,plains,hindu,tropical,hindi,grain,Tirhut,5,2,7
555,Asia,India,Oudh,plains,hindu,tropical,bengali,cotton,Koch,5,1,5
556,Asia,India,Bengal,marsh,hindu,tropical,bengali,naval_supplies,Santal,5,2,6
557,Asia,India,Bengal,marsh,hindu,tropical,bengali,chinaware,Ganges,7,3,5
558,Asia,India,Bengal,marsh,hindu,tropical,bengali,spices,Howrah,7,4,5
559,Asia,India,Mahratti,plains,hindu,tropical,hindi,tea,Bihar,5,5,11
560,Asia,India,Orissa,plains,hindu,tropical,bengali,cotton,Odisa,5,5,8
561,Asia,India,Orissa,forest,hindu,tropical,bengali,tea,Berhampur,6,3,9
562,Asia,India,Mahratti,plains,hindu,tropical,hindi,tea,Sambalpur,5,2,5
563,Asia,India,Mahratti,hill,hindu,tropical,telugu,copper,Bastar,6,2,5
564,Asia,India,Orissa,forest,hindu,tropical,telugu,spices,Palakimedi,6,3,9
565,Asia,India,Orissa,forest,hindu,tropical,telugu,chinaware,Yanam,5,2,6
566,Asia,India,Hyderabad,hill,hindu,tropical,telugu,cotton,Hyderabad,6,8,14
567,Asia,India,Mysore,hill,hindu,tropical,kannada,wool,Bangalore,7,5,9
568,Asia,India,Malabar,forest,hindu,tropical,kannada,grain,Mangalore,5,3,6
569,Asia,India,Malabar,forest,hindu,tropical,kannada,spices,Kerala,6,3,7
570,Asia,India,Mysore,hill,hindu,tropical,kannada,iron,Mysore,7,7,15
571,Asia,India,Carnatic,forest,hindu,tropical,kannada,spices,Madras,5,3,8
572,Asia,India,Carnatic,forest,hindu,tropical,tamil,spices,Pondicherry,6,2,7
573,Asia,India,Malabar,forest,hindu,tropical,tamil,spices,Cochin,6,3,5
574,Asia,India,Malabar,forest,hindu,tropical,tamil,spices,Trivandrum,7,2,6
575,Asia,India,Carnatic,forest,hindu,tropical,tamil,naval_supplies,Madurai,7,2,7
576,Asia,India,Ceylon,hill,buddhist,tropical,tamil,spices,Colombo,8,3,9
577,Asia,India,Ceylon,marsh,buddhist,tropical,tamil,spices,Jaffna,7,2,5
578,Asia,Siberia,Sibir,plains,pagan,tundra,tatar,grain,Ichim,5,1,3
579,Asia,Siberia,Omsk,plains,sunni,ncontinental,tatar,iron,Karaganda,3,1,3
580,Asia,Siberia,Omsk,plains,pagan,tundra,altai,grain,Omsk,4,1,5
581,Asia,Siberia,Omsk,forest,pagan,tundra,altai,fur,Tchany,4,1,3
582,Asia,Siberia,Omsk,plains,pagan,tundra,altai,gold,Semipalatinsk,3,1,4
583,Asia,Siberia,Omsk,forest,pagan,tundra,altai,fur,Irtych,4,1,3
584,Asia,Siberia,Omsk,plains,pagan,tundra,altai,grain,Novosibirsk,3,1,3
585,Asia,Siberia,Omsk,plains,pagan,tundra,altai,wool,Altai,4,1,2
586,Asia,Siberia,Omsk,forest,pagan,tundra,altai,fur,Demianka,4,1,2
587,Asia,Siberia,Omsk,plains,pagan,ncontinental,altai,wool,Barabinsk,4,1,3
588,Asia,Siberia,Omsk,forest,pagan,tundra,altai,fur,Ob,4,1,3
589,Asia,Siberia,Omsk,forest,pagan,tundra,altai,fur,Tomsk,4,1,4
590,Asia,Siberia,Jenisej,forest,pagan,tundra,mongol,fur,Angara,5,1,2
591,Asia,Siberia,Jenisej,plains,pagan,tundra,mongol,fur,Krasnoyarsk,4,1,5
592,Asia,Siberia,Jenisej,plains,pagan,tundra,mongol,fur,Balakhta,4,1,2
593,Asia,Siberia,Jenisej,forest,pagan,tundra,mongol,fur,Tchuma,5,1,2
594,Asia,Siberia,Jenisej,plains,pagan,tundra,mongol,fur,Bratsk,4,1,2
595,Asia,Siberia,Lena,plains,pagan,tundra,mongol,fur,Oka,6,1,2
596,Asia,Siberia,Jenisej,hill,pagan,tundra,mongol,fur,Touva,6,1,3
597,Asia,Siberia,Lena,hill,pagan,tundra,mongol,fur,Saian,7,1,1
598,Asia,Siberia,Lena,plains,pagan,tundra,mongol,fur,Zima,6,1,1
599,Asia,Siberia,Lena,hill,pagan,tundra,mongol,fur,Tannu Ola,7,1,2
600,Asia,Siberia,Lena,plains,pagan,tundra,mongol,fur,Irkutsk,6,1,3
601,Asia,Siberia,Lena,hill,pagan,tundra,mongol,fur,Chatga,6,1,1
602,Asia,Siberia,Lena,plains,pagan,tundra,mongol,wool,Selenga,6,1,2
603,Asia,Siberia,Lena,forest,pagan,tundra,mongol,fur,Ulan Ude,6,1,2
604,Asia,Siberia,Lena,hill,pagan,tundra,mongol,fur,Buriat,8,1,1
605,Asia,Siberia,Lena,forest,pagan,tundra,mongol,wool,Tchita,6,1,4
606,Asia,Siberia,Lena,forest,pagan,tundra,mongol,fur,Kalakan,7,1,2
607,Asia,Siberia,Baikal,hill,pagan,tundra,mongol,gold,Sretensk,7,1,3
608,Asia,Siberia,Baikal,hill,pagan,tundra,mongol,copper,Kalar,7,1,2
609,Asia,Siberia,Baikal,hill,pagan,tundra,mongol,fur,Mogotcha,7,1,2
610,Asia,Siberia,Baikal,forest,pagan,tundra,altai,fur,Djagdi,7,1,2
611,Asia,Siberia,Baikal,forest,pagan,tundra,altai,fur,Chilka,6,1,3
612,Asia,Siberia,Baikal,hill,pagan,tundra,altai,fur,Stanovoe,8,1,1
613,Asia,Siberia,Amur,forest,pagan,tundra,altai,fur,Baladok,7,1,1
